product_id,name,description,category,material,occasion
PRD-1221,Ridgeline Trousers,"Whether you're headed out while traveling or on the go or just running errands, this windproof trousers keeps you covered. The Ripstop Nylon construction is both comfortable and durable, and reflective trim for low-light visibility adds a practical touch. Finished with a reinforced toe cap, it's a stylish choice for almost any setting.",Bottoms,Ripstop Nylon,Travel
PRD-1222,Cascade Loafer,"Whether you're headed out in the office or client meetings or just running errands, this insulated loafer keeps you covered. The Mesh construction is both breathable and hard-wearing, and a quick-release buckle adds a practical touch. Finished with reinforced stitching, it's a chic choice for almost any setting.",Footwear,Mesh,Business
PRD-1223,Urban Loafer,"Whether you're headed out during workouts and high-intensity activity or just running errands, this insulated loafer keeps you covered. The Mesh construction is both cozy and long-lasting, and a reinforced toe cap adds a practical touch. Finished with an anti-odor treatment, it's a sharp-looking choice for almost any setting.",Footwear,Mesh,Activewear
PRD-1224,Alpine Belt,"A wardrobe staple, this belt pairs on-trend styling with a airy feel you'll want to wear all day. Made from Leather, it's engineered to be reinforced season after season. Thoughtful details like a relaxed, roomy fit and a quick-release buckle make it ideal for formal occasions and the office.",Accessories,Leather,Formal
PRD-1225,Voyager Sandal,"This sleek sandal is crafted from premium Canvas for a look that works just as well during workouts and high-intensity activity. It's built to be flexible and long-lasting, so it holds up to daily wear without losing its shape. The design includes reinforced stitching and a taped, seam-sealed construction, giving you both form and function in one piece.",Footwear,Canvas,Activewear
PRD-1226,Voyager Scarf,"Designed for those who want modern looks without sacrificing performance, this Silicone scarf is insulated and lightweight from morning commutes to weekend adventures. Reviewers consistently praise how sturdy the construction feels, thanks to a quick-release buckle. It also features a brushed interior finish for added versatility.",Accessories,Silicone,Formal
PRD-1227,Vantage Polo,"Whether you're headed out for weddings and other special events or just running errands, this waterproof polo keeps you covered. The Modal construction is both soft and reinforced, and a slim, tapered fit adds a practical touch. Finished with a brushed interior finish, it's a modern choice for almost any setting.",Tops,Modal,Wedding
PRD-1228,Alpine T-Shirt,"A wardrobe staple, this t-shirt pairs sharp-looking styling with a flexible feel you'll want to wear all day. Made from Linen, it's engineered to be tough season after season. Thoughtful details like a relaxed, roomy fit and a slim, tapered fit make it ideal in the office or client meetings.",Tops,Linen,Business
PRD-1229,Cascade Tote Bag,"Designed for those who want on-trend looks without sacrificing performance, this Silicone tote bag is insulated and soft from morning commutes to weekend adventures. Reviewers consistently praise how rugged the construction feels, thanks to a slim, tapered fit. It also features reinforced stitching for added versatility.",Accessories,Silicone,Wedding
PRD-1230,Ridgeline Watch,"Designed for those who want elegant looks without sacrificing performance, this Silicone watch is waterproof and breathable from morning commutes to weekend adventures. Reviewers consistently praise how rugged the construction feels, thanks to reinforced stitching. It also features a brushed interior finish for added versatility.",Accessories,Silicone,Formal
PRD-1231,Alpine Jeans,"Designed for those who want sharp-looking looks without sacrificing performance, this Polyester jeans is quick-drying and cozy from morning commutes to weekend adventures. Reviewers consistently praise how sturdy the construction feels, thanks to articulated seams for freedom of movement. It also features a reinforced toe cap for added versatility.",Bottoms,Polyester,Outdoor
PRD-1232,Trailblazer Vest,"A wardrobe staple, this vest pairs on-trend styling with a soft feel you'll want to wear all day. Made from Softshell, it's engineered to be long-lasting season after season. Thoughtful details like eco-friendly recycled materials and an anti-odor treatment make it ideal for formal occasions and the office.",Outerwear,Softshell,Formal
PRD-1233,Metro Shorts,"A wardrobe staple, this shorts pairs sleek styling with a lightweight feel you'll want to wear all day. Made from Ripstop Nylon, it's engineered to be long-lasting season after season. Thoughtful details like a brushed interior finish and an anti-odor treatment make it ideal for weddings and other special events.",Bottoms,Ripstop Nylon,Wedding
PRD-1234,Coastal Hoodie,"Designed for those who want chic looks without sacrificing performance, this Merino Wool hoodie is weatherproof and airy from morning commutes to weekend adventures. Reviewers consistently praise how sturdy the construction feels, thanks to a slim, tapered fit. It also features a taped, seam-sealed construction for added versatility.",Tops,Merino Wool,Wedding
PRD-1235,Urban Backpack,"Whether you're headed out for weddings and other special events or just running errands, this water-resistant backpack keeps you covered. The Wool construction is both airy and reinforced, and a taped, seam-sealed construction adds a practical touch. Finished with articulated seams for freedom of movement, it's a sharp-looking choice for almost any setting.",Accessories,Wool,Wedding
PRD-1236,Urban Blouse,"A wardrobe staple, this blouse pairs elegant styling with a airy feel you'll want to wear all day. Made from Cotton, it's engineered to be tough season after season. Thoughtful details like a taped, seam-sealed construction and an anti-odor treatment make it ideal for weddings and other special events.",Tops,Cotton,Wedding
PRD-1237,Coastal Trail Runner,"A wardrobe staple, this trail runner pairs on-trend styling with a flexible feel you'll want to wear all day. Made from Suede, it's engineered to be hard-wearing season after season. Thoughtful details like adjustable straps and moisture-wicking lining make it ideal while traveling or on the go.",Footwear,Suede,Travel
PRD-1238,Trailblazer Trail Runner,"Designed for those who want chic looks without sacrificing performance, this Leather trail runner is windproof and airy from morning commutes to weekend adventures. Reviewers consistently praise how tough the construction feels, thanks to reinforced stitching. It also features moisture-wicking lining for added versatility.",Footwear,Leather,Business
